0, 周氏冥通記
1, 卷一

2, 玄人
3, 周子良
4, 字元
5, 龢
6, ，
7, 茅山, LOC
8, 陶隱居
9, 之
10, 弟子
11, 也
12, 。
13, 本
14, 豫州
15, 汝南郡
16, 汝南縣
17, 都
18, 鄉吉遷
19, 里
20, 人
21, ，
22, 寓居
23, 丹陽, LOC
24, 建康
25, 西鄉
26, 清化
27, 里
28, ，
29, 世
30, 爲
31, 冑族
32, ，
33, 江左
34, 有聞
35, ，
36, 晚葉
37, 彫
38, 流
39, ，
40, 淪胥
41, 以瘁
42, 。
43, 祖文朗舉
44, 秀才
45, ，
46, 宋
47, 江夏王
48, 國左常侍
49, 。
50, 所
51, 生父
52, 耀宗
53, ，
54, 小名
55, 金剛
56, ，
57, 文朗
58, 第五
59, 子
60, ，
61, 郡
62, 五官
63, 掾
64, ，
65, 別住
66, 餘姚, LOC
67, ，
68, 天監
69, 二年
70, 亡
71, ，
72, 年
73, 三十四
74, ，
75, 仍
76, 假葬
77, 焉
78, 。
79, 所繼
80, 伯父
81, 耀旭
82, ，
83, 本州
84, 主簿
85, ，
86, 揚州議
87, 曹
88, 從
89, 事
90, 。
91, 母
92, 永嘉, LOC
93, 徐淨光
94, ，
95, 懷娠
96, 五月
97, ，
98, 夢
99, 一切
100, 仙室
101, 中聖
102, 皆
103, 起行
104, ，
105, 四面
106, 來繞
107, 己身
108, ，
109, 乃以
110, 建武
111, 四年
112, 丁丑
113, 歲
114, 正月
115, 二日
116, 人定
117, 時生
118, 於
119, 餘姚, LOC
120, 明星
121, 里
122, 。
123, 期歲
124, ，
125, 爲
126, 姨
127, 寶光
128, 所
129, 攝養
130, ，
131, 同如母
132, 之義
133, 。
134, 子良
135, 幼植端惠
136, ，
137, 立性
138, 和
139, 雅
140, ，
141, 家人
142, 未嘗見
143, 其
144, 慍色
145, 。
146, 十歲
147, ，
148, 隨其
149, 所養
150, 母還
151, 永嘉, LOC
152, 。

153, 天監
154, 七年
155, ，
156, 隱居東
157, 遊海
158, 嶽
159, ，
160, 權住
161, 永寧, LOC
162, 青嶂
163, 山
164, 。
165, 隱居入
166, 東
167, ，
168, 本往
169, 餘姚, LOC
170, ，
171, 乘海舫
172, 取晉安
173, 霍山
174, ，
175, 平晚
176, 下
177, 浙江
178, 。
179, 而潮
180, 來
181, 掣
182, 船
183, ，
184, 直向定
185, 山
186, 。
187, 非
188, 人力
189, 所能制
190, ，
191, 因
192, 仍
193, 上
194, 東陽
195, 。
196, 欲
197, 停
198, 永康
199, 。
200, 忽值
201, 永嘉, LOC
202, 人
203, ，
204, 談述
205, 彼
206, 山水
207, 甚美
208, 。
209, 復
210, 相
211, 隨度
212, 嶠
213, 至
214, 郡
215, ，
216, 投
217, 永寧, LOC
218, 令陸
219, 襄
220, ，
221, 陸
222, 仍
223, 自送
224, ，
225, 憩天
